NPLV,dur_1_AR_sum,dur_30_AR_sum,dur_1_CO_sum,dur_30_CO_sum,dur_1_CO2_sum,dur_30_CO2_sum,dur_1_H2_sum,dur_30_H2_sum,dur_1_N2_sum,dur_30_N2_sum,dur_1_O2_sum,dur_30_O2_sum,dur_1_V_sum,dur_30_V_sum,dur_1_O2_pressure_mean,dur_1_tf1_mean,dur_1_T_mean,dur_1_V_mean,dur_30_O2_pressure_mean,dur_30_tf1_mean,dur_30_T_mean,dur_30_V_mean,dur_all_AR_sum,dur_all_CO_sum,dur_all_CO2_sum,dur_all_H2_sum,dur_all_N2_sum,dur_all_O2_sum,dur_all_O2_pressure_sum,dur_all_O2_pressure_mean,dur_all_tf1_sum,dur_all_tf1_mean,dur_all_T_sum,dur_all_T_mean,dur_all_V_sum,dur_all_V_mean,O2_pressure_max,tf1_max,T_max,AR_last,CO2_last,N2_last,O2_pressure_last,tf1_last,T_last,V_last,V_diff,O2_pressure_diff,tf1_diff,tf2_diff,T_diff,Time_diff,dur_1_sum,dur_30_sum,dur_all_sum,pol_diff,time_diff,pol_end,Уголь ТО_sum,Уголь ТО_op_count,ФЛЮМАГ_sum,ФЛЮМАГ_op_count,Флюс ФОМИ_sum,Флюс ФОМИ_op_count,изв отсев_sum,изв отсев_op_count,изв_ЦОИ_sum,изв_ЦОИ_op_count,plavka_NMZ,plavka_STFUT,plavka_ST_FURM,plavka_TIPE_GOL,seconds_of_plavka,plavka_NAPR_ZAD_МНЛЗ,plavka_NAPR_ZAD_МНЛС,plavka_TIPE_FUR_цилиндрическая,O2_sum,NOP_count,long_proces,Завалка лома_duration,Нагрев лома_duration,Заливка чугуна_duration,Продувка_duration,VES_x,T,SI,MN,S,P,CR,NI,CU,V,TI,VES_y,NML_25КШ,NML_К   ,NML_КП  ,NML_КШС8,NML_ЛЧ  ,NML_О   ,NML_ОК  ,NML_СК  ,NML_У2КШ,VDL_4,VDL_8,VDL_13,VDL_20,VDL_23,VDL_48,VDL_49,VDL_61,VDL_63
510365,60.179998874664314,1372.1249859631062,27.72999992966652,36541.979989536114,351.6400022506714,22034.36012667045,0.0,359.9100016187876,4743.009963989258,106985.259223938,717.4399909973145,11347.369832158089,12954621.8125,387131761.078125,14.820783058802284,0.0,131.79976476033528,215910.36354166668,15.200364921572346,0.0,491.8795526224772,215073.20059895838,2423.6495830362232,49802.749669160636,33889.954337761854,696.9417286123628,191023.48428563421,31109.098844557997,47496.97425499417,15.208765371435852,0.0,0.0,1401158.889178467,448.65798564792397,671270525.203125,214944.13230967816,15.921585083007812,0.0,849.3055419921875,1.0199999809265137,5.960000038146973,80.38999938964844,15.089699745178224,0.0,147.22222900390625,214519.28125,-2360.96875,-0.4918975830078107,0.0,0.0,-118.05554199218744,3123.0,12102.909814323608,239486.75596816977,733319.5,0.022696728558797563,3364.0,6.9,2060.0,9.0,2870.0,3.0,950.0,1.0,950.0,1.0,15740,8,35,1328,47,2,3124,0,1,0,4647.0,12,3124.0,152.0,744.0,300.0,1108.0,-0.5564028894215207,1.0677435287306465,0.49,0.29,0.015,0.08900000000000001,0.02,0.01,0.02,0.086,0.08,0.287918445405635,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0
510366,58.80000114440919,1301.6344555491592,19.199999570846558,41434.68324755929,266.9999885559082,20714.08967249179,0.0,671.2018099439106,4828.8002014160165,103407.75752994932,825.6000137329103,11776.596340490825,13043287.5625,386960808.28125,15.595220375061036,0.0,136.7968780517578,217388.12604166663,14.761942372763595,0.0,524.1910862776813,214978.22682291668,2158.0094516152526,46776.00323809549,28719.529689268114,810.9868099142572,173258.3334309808,28887.43645541215,42035.67817576726,14.932745355512347,0.0,0.0,1330253.851120444,472.55909453656983,606601881.75,215489.1231793961,15.71180534362793,0.0,885.4166259765625,0.9800000190734864,4.449999809265137,80.4800033569336,15.581597328186035,0.0,137.84722900390622,215917.515625,-2663.75,0.4557294845581055,0.0,0.0,-143.75000000000003,2815.0,12025.660377358492,249687.5,786264.0,0.11510220125786175,3744.0,10.45,1830.0,3.0,2860.0,5.0,930.0,1.0,1890.0,2.0,18950,15,35,1329,48,2,2814,0,1,0,2957.0,12,2814.0,147.0,742.0,211.0,1205.0,-0.5452473618900656,1.3076601965825911,0.68,0.27,0.017,0.08900000000000001,0.02,0.01,0.02,0.099,0.13,-0.3177310228343173,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0
510367,61.93507324839346,1347.2813523239013,30.27051961231941,40704.291850774265,300.3766967497773,22433.962717972958,4.158501609528436,633.5055250919041,5015.972941642867,104533.12466861386,687.7626855611297,9062.691591151508,13339544.21875,386058114.90625,15.903380839029946,0.0,133.38541742960612,222325.73697916663,15.289950562318163,0.0,512.4970101420083,214476.73050347215,2309.611872542825,44995.28763074532,28291.978500620968,820.504592308072,184680.38325030945,28917.234152481407,44807.56925222164,15.308359840185053,0.0,0.0,1202127.8134895326,410.70304526461655,628675183.796875,214784.82534912025,15.914352416992188,0.0,808.6806030273438,1.0121443574089406,4.759702303457717,82.16562153961151,15.632234573364258,0.0,132.63888549804688,216880.25,-6312.078125,0.050637245178222656,0.0,0.0,16.31943511962892,2927.0,11988.202702702705,243496.01097972976,785061.5,0.21399493243243306,3532.0,8.9,1920.0,2.0,3080.0,3.0,870.0,1.0,940.0,2.0,14250,14,35,1330,49,2,2927,0,1,0,2096.0,10,2927.0,235.0,728.0,291.0,1169.0,-0.2775147011351444,1.2276879739652762,0.31,0.26,0.016,0.079,0.02,0.01,0.02,0.076,0.062,1.0093538413973429,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
510368,59.1590047604728,1247.2042000675233,63.31727453078877,45486.35729034747,619.7787477778953,27922.1289770412,5.479379945416313,759.0093821594309,4908.6570739746085,97983.79790496826,444.4422043255809,5117.812345824325,13194622.21875,386778911.1875,15.402440198262534,0.0,142.35239904319425,219910.3703125,15.12615542597241,0.0,542.8409123079231,214877.17288194445,2015.8708075550562,45792.0462062946,31406.506476445673,776.4180369349278,163452.76642758885,21575.87051206239,40506.05893286069,15.165128765578695,0.0,0.0,1193075.0822910722,446.6773052381401,575256185.203125,215371.091427602,15.870949745178224,0.0,806.9444580078125,0.9684290307886292,9.995189407048537,80.46783447265625,15.473090171813965,0.0,140.62360556728868,216131.8125,-4767.03125,-0.0940399169921875,0.0,0.0,10.405300823756392,2671.0,12058.818713450293,227860.79239766079,719561.0,-0.2193274853801168,3188.0,4.64,3070.0,8.0,2790.0,1.0,950.0,1.0,0.0,0.0,12440,5,59,1331,50,2,2671,0,0,0,2114.0,9,2671.0,143.0,746.0,290.0,1140.0,-0.4225365590440601,-0.8515898140849139,0.29,0.23,0.023,0.076,0.02,0.01,0.02,0.08,0.07,0.3680779338491581,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
510369,62.39999771118163,1359.2699761092665,22.799999713897705,39184.36995810643,258.0000114440918,22124.27012096159,0.0,456.23999946564436,4822.799835205078,104606.24339675905,833.9999771118164,11293.544845551252,13155818.0,387236223.3125,15.58614821434021,0.0,137.18171653747558,219263.63333333333,14.634535326180634,0.0,526.026428642273,215131.23517361115,2227.5172112581413,43696.55698206219,26527.643410805947,632.3624355490018,176507.51104493573,32725.945877995462,41361.094419987996,14.558639359376276,0.0,0.0,1211264.358821865,426.35141106014237,609795322.34375,214641.0849502816,15.849247932434082,0.0,826.0416870117188,1.0399999618530271,4.300000190734863,80.37999725341797,15.567130088806152,0.0,138.88888549804688,218475.359375,3417.21875,0.4918975830078125,0.0,0.0,-1.388900756835909,2841.0,12334.18405627198,281983.95252051577,874222.0,0.22351113716295407,4580.0,10.16,1620.0,7.0,3000.0,4.0,950.0,1.0,0.0,0.0,16120,12,19,1332,51,2,2841,0,0,0,3261.0,11,2841.0,157.0,758.0,285.0,1173.0,-0.5898694720158858,0.7078685269527287,0.55,0.24,0.024,0.093,0.02,0.01,0.03,0.093,0.08800000000000001,-0.798687953495456,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
510370,58.80000114440919,1573.825019031763,15.59999942779541,16692.99501039274,230.9999942779541,16692.20493064262,0.0,257.8599981460719,4818.000183105469,127073.54169082645,876.5999794006348,16521.822900995336,13141043.140625,387927894.40625,15.607759380340571,0.0,121.48148078918457,219017.38567708328,15.40722154545784,0.0,399.65845931752517,215515.49689236115,4118.688570991235,41864.45806319053,40519.865506967006,698.9757956674522,327309.4236719096,51803.38872220367,72361.71279165431,15.363420974873529,0.0,0.0,1601535.4588570911,340.02875984226984,1014192554.671875,215327.50629976112,15.892650604248047,0.0,812.1527709960938,0.9800000190734864,3.849999904632568,80.30000305175781,15.581597328186035,0.0,123.61111450195312,216238.875,-214.015625,-0.014467239379882812,0.0,0.0,-265.2777709960937,4710.0,12306.814648729449,259561.39985052322,802857.5,-0.05784753363228745,3854.0,6.99,3490.0,4.0,3030.0,1.0,940.0,1.0,0.0,0.0,9840,6,41,1333,52,2,4711,0,1,0,5086.0,11,4711.0,1529.0,744.0,303.0,1182.0,-0.5787139444844308,-1.971200930727324,0.24,0.25,0.023,0.076,0.02,0.01,0.02,0.084,0.064,-0.005999678887283034,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
510371,63.599996566772454,1358.603164975643,12.000000178813936,41348.642933673706,178.20000171661374,23035.636777789347,0.0,432.22089202954703,4880.9999084472665,102026.04453863279,865.8000183105468,10523.119540271131,13354545.96875,388576204.328125,15.200496705373128,0.0,142.90509109497071,222575.76614583333,15.326378471409836,0.0,550.5736400180393,215875.6690711805,2169.773156170845,44064.41892602417,26260.556766041558,499.2008922618934,167899.03858389036,31031.589668628545,42028.91980568568,15.339021826892585,0.0,0.0,1232451.265369978,449.7997318868534,591618009.125,215918.98143248176,15.762442588806152,0.0,813.8888549804688,1.0599999427795408,2.970000028610228,81.3499984741211,15.545427322387695,0.0,144.0972137451172,221526.6875,4646.4375,-0.050637245178222656,0.0,0.0,-90.2777862548828,2740.0,12112.511156186609,222856.77586206896,732027.0,0.18297160243407706,3142.0,7.22,1790.0,3.0,2860.0,2.0,940.0,1.0,0.0,0.0,13590,6,41,1334,53,2,2740,0,1,0,3721.0,12,2740.0,122.0,756.0,266.0,1175.0,-0.4560031416384252,-0.8915759253935714,0.33,0.21,0.031,0.087,0.02,0.01,0.02,0.077,0.053,-0.4335169505860729,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0
510372,63.58148391884338,1356.7564399723385,29.339525887483287,41829.49953658295,326.92614152461664,22927.316197657885,2.998954085736475,687.3689529859563,4890.463107028966,102862.41463939284,687.3132660328587,9252.187975385708,12926509.71875,384861047.640625,15.72084771792094,0.0,135.18807830810547,215441.82864583333,15.419969932503172,0.0,532.3285112253825,213811.69313368056,2145.3993338806554,44426.13173270016,29075.042527851132,767.4123743887259,167092.33141474493,25112.9291026362,41667.22332048416,15.415176959113634,0.0,0.0,1244327.929823812,460.35069545830993,578797118.9375,214131.37955512395,15.870949745178224,0.0,842.7083129882812,1.0571518430981457,5.3563291513467135,81.48716527875365,15.704572677612305,0.0,136.80555725097656,213979.046875,-1616.609375,0.07957267761230469,0.0,0.0,-132.98612976074222,2703.0,11966.206470028545,225475.46431969551,704604.5,-0.6226831588962889,3258.0,11.35,2390.0,11.0,3010.0,2.0,950.0,2.0,0.0,0.0,12490,10,41,1335,54,2,2705,0,1,0,2713.0,10,2705.0,111.0,750.0,281.0,1160.0,-0.5229363068271555,0.2280351912488387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1429529888032148,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0
510373,57.749413878531065,1233.3527780216286,24.842386730949396,44640.5327373572,358.4711659914023,25417.474720959188,0.2005855811021484,643.1990618410068,4863.2297264649,97955.37385413963,795.5068815921512,8414.442579946495,13265153.046875,382934346.96875,15.962577454249065,0.0,148.31018524169926,221085.88411458328,15.322138901021745,0.0,567.4361499786378,212741.30387152766,1982.721628573956,46369.1058349218,29304.38439555056,763.9714651156206,160571.96866479548,25713.553130040254,41008.142085143496,15.312973146058063,0.0,0.0,1272802.0851669312,475.28083837450754,569396599.5625,212620.0894557505,15.870949745178224,0.0,809.375,0.9453603528641366,5.579279198660865,79.73949188369889,15.697338104248047,0.0,144.7916717529297,217519.6875,1709.40625,0.11574077606201172,0.0,0.0,19.097221374511737,2678.0,12333.67583497053,232575.71414538322,725619.5,0.03039292730844778,3176.0,4.09,1940.0,5.0,3460.0,5.0,940.0,1.0,0.0,0.0,16590,13,41,1336,55,2,2678,0,1,0,3439.0,12,2678.0,81.0,744.0,315.0,1145.0,-0.4560031416384252,-1.2914370384801463,0.48,0.28,0.022,0.091,0.02,0.01,0.03,0.106,0.08900000000000001,0.9202877431267618,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0
510374,52.289091738787576,1320.2449999898672,5.810909016227182,42677.614972729236,62.72727294164626,20915.67503122613,3.396363633938811,527.595000365749,5144.666359641335,104837.58166122435,833.7845394394614,9022.370081122965,13425175.828125,380579475.453125,15.627350783348088,0.0,136.86053174336752,223752.93046875,15.294480274708526,0.0,511.1974342981974,211433.0419184028,2262.0273378608194,51179.03546208267,29961.855374837858,671.2676570863622,181233.2675527281,28088.299494590698,45170.39262090585,15.332787719248419,0.0,0.0,1336769.4441070557,453.7574487803991,626574886.390625,212686.65525818907,15.964987754821776,0.0,834.7222290039062,0.8600000143051147,0.03999999910593033,81.83999633789062,15.053529739379885,0.0,137.5,218898.75,5895.546875,-0.5353002548217756,0.0,0.0,-84.375,2946.0,12083.021295089091,296680.7787918296,1025233.5,0.6825727944372013,5852.0,10.29,1760.0,5.0,2420.0,3.0,930.0,2.0,940.0,1.0,13930,9,41,1337,56,2,2947,0,1,0,2260.0,10,2947.0,103.0,768.0,290.0,1255.0,-0.3221368112609646,0.7878407495700437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23757153439079426,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
510375,60.76999831199646,1455.11418117404,31.26999831199646,31781.17553859234,408.28000450134283,23431.6424674882,0.0,494.8491997854412,4646.840126037599,110151.54899871828,752.25,11397.354862380813,12784060.671875,384483965.765625,15.345534165700276,0.0,140.90277709960938,213067.67786458333,15.370985173649258,0.0,509.9531894259983,213602.203203125,3891.442343985912,40897.41703978525,34967.44505816554,794.0449072224518,303666.610905787,75600.11364960339,71452.41438533843,15.41916581470402,0.0,0.0,1436080.7209077387,309.9008892765945,989995100.265625,213637.26807631087,15.92881965637207,0.0,851.0416870117188,1.0299999713897705,6.920000076293945,78.76000213623047,15.60329818725586,0.0,145.8333282470703,214842.75,-967.53125,0.0,0.0,0.0,-26.04167175292969,4634.0,12458.335834896809,236720.42307692303,732540.0,0.2321200750469039,3328.0,6.86,1740.0,6.0,2910.0,2.0,940.0,1.0,0.0,0.0,19040,14,41,1338,57,2,4634,0,1,0,4169.0,12,4634.0,429.0,736.0,290.0,1200.0,-0.7683579125191666,-1.7312842628753788,0.51,0.23,0.02,0.087,0.02,0.01,0.02,0.097,0.093,-0.2642913638719686,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
510376,60.59999942779541,1423.5399890840054,19.199999570846558,34601.44002371095,203.4000062942505,20606.070031043146,0.0,414.0249991696328,4795.199890136719,109163.03840255736,921.0000228881836,13200.59014904499,9101323.03125,377905028.0,15.60824124018351,0.0,142.08911844889323,151688.7171875,15.435418158637152,0.0,502.6266392008464,209947.23777777774,2464.884977132082,46407.71501207911,30129.27004982158,771.8699990529567,191921.89855003354,33413.610250115395,47257.19777493044,15.418335326241575,0.0,0.0,1336162.5169705842,435.94209362824927,648840987.53125,211693.63377854813,15.878182411193848,0.0,826.7361450195312,1.0099999904632568,3.390000104904175,79.91999816894531,15.58882999420166,0.0,143.75,150769.625,-66643.609375,-0.1736125946044922,0.0,0.0,-191.66668701171875,3065.0,11662.441951219509,221573.92,727720.0,0.0436195121951215,3296.0,8.35,2190.0,6.0,2890.0,2.0,940.0,1.0,0.0,0.0,18930,15,41,1339,58,2,3064,0,1,0,4001.0,11,3064.0,238.0,742.0,273.0,1252.0,-0.5340918343586106,0.7478546382613862,0.53,0.27,0.021,0.079,0.02,0.01,0.02,0.097,0.1,-0.9590069303825022,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,0,0,0
510377,61.79999828338623,1377.8524785861373,9.000000357627869,36509.420001188286,151.79999828338626,19567.30997619778,0.0,369.8100002799183,4863.599853515625,107645.97784423828,913.7999725341797,13100.840887703416,13007232.21875,385516500.5,15.698847362976116,0.0,139.24190165201824,216787.20364583333,15.372444026654986,0.0,516.6829290076362,214175.8336111111,2309.1296070954204,43816.43991433197,27598.38578972014,561.7431077010476,182782.48972866987,31395.803161735053,44727.66904095648,15.391489690625074,0.0,0.0,1312092.98800354,451.5116958030077,617194972.328125,212386.4323221352,15.8203125,0.0,825.3472290039062,1.0299999713897705,2.5299999713897705,81.05999755859375,15.689259814645002,0.0,140.9722137451172,214842.75,215.609375,-0.1093508726108574,0.0,0.0,-132.29167175292972,2906.0,11931.43856143856,221487.5824175824,724180.5,-0.18485514485514454,3242.0,9.6,1990.0,4.0,2840.0,2.0,940.0,1.0,0.0,0.0,14590,10,59,1340,59,2,2905,1,0,0,3172.0,11,2905.0,185.0,728.0,240.0,1245.0,-0.5340918343586106,-1.3314231497888038,0.76,0.3,0.017,0.085,0.02,0.01,0.02,0.114,0.14,-0.04162611819551552,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0
510378,62.21999883651733,1418.4045026308866,15.859999418258667,33390.187848647634,190.930006980896,19173.094686852983,0.0,395.4784541934153,4910.5,109967.43799994973,920.4900093078612,13675.04482483987,13159455.09375,379148001.0,15.907058056195574,0.0,142.48842798868816,219324.2515625,15.354107227084613,0.0,482.4880599212647,210637.7783333333,2360.6590207643453,45593.18135250738,28769.041579648863,950.8761622831661,185543.22981202524,31503.682655772798,45715.12765346874,15.330358032685695,0.0,0.0,1296782.308350457,434.86998938647116,627402612.453125,210396.5836529594,15.90711784362793,0.0,852.7777709960938,1.0199999809265137,3.130000114440918,80.5,15.639467239379885,0.0,141.31944274902344,214087.21875,-1186.0625,0.04340267181396662,0.0,0.0,-161.4583282470703,2982.0,12033.904761904761,256441.76190476192,792400.5,0.0637373737373732,3936.0,9.69,2270.0,5.0,2950.0,2.0,930.0,1.0,0.0,0.0,14090,10,59,1341,60,2,2982,1,0,0,3550.0,11,2982.0,168.0,750.0,223.0,1167.0,-0.5340918343586106,-0.09185369922042133,0.58,0.25,0.02,0.084,0.02,0.01,0.02,0.08199999999999999,0.084,0.06525319972918195,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
510379,58.410000562667854,1339.5450058281422,31.86000126600265,39822.010038137436,284.38001012802124,21352.84012079239,3.5399999208748336,553.8299962431192,4814.990036010742,104649.56038093568,706.8199729919434,10400.362717433583,12615628.25,376891129.046875,15.355902671813965,0.0,145.0723424275716,210260.47083333333,15.364806813595099,0.0,526.5136963653564,209383.96058159726,2852.675598098951,46363.738259720565,33299.92844918353,931.3822739858107,225241.35800448505,39830.80097312232,54138.0058194693,15.345239744747536,0.0,0.0,1412895.7022418976,400.4806412250277,739070425.90625,209487.08217297329,15.849247932434082,0.0,851.0416870117188,0.9900000095367432,4.820000171661377,81.61000061035156,15.60329818725586,0.0,149.6527862548828,212132.03125,-3248.75,0.007233619689941406,0.0,0.0,-213.19444274902352,3528.0,11596.702179176755,241204.0266343825,760394.0,0.15242130750605298,3678.0,7.66,2600.0,5.0,3020.0,2.0,920.0,1.0,0.0,0.0,12250,8,59,1342,61,2,3529,1,0,0,2121.0,10,3529.0,178.0,764.0,221.0,1205.0,-0.5787139444844308,0.4279657477921262,0.5,0.26,0.022,0.087,0.02,0.01,0.02,0.097,0.1,-0.5403962685107704,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
510381,61.79999828338623,1464.9099686145782,37.799999713897705,31030.17998415232,460.7999897003173,21903.4198346138,4.2000000178813925,366.5900012105704,4880.399780273438,113484.88625907898,555.0,9771.120977263625,12739435.53125,374706664.0625,15.507088804244995,0.0,137.17129750569663,212323.9255208333,15.37664615700978,0.0,456.49780548655195,208170.36892361112,2479.153582827293,48154.396209958206,34136.346882174345,907.736487583981,195895.31543504933,27847.081270296094,48072.52335054286,15.388131674309495,0.0,0.0,1355830.0767312623,434.0045059959226,653623914.78125,209226.605243678,15.878182411193848,0.0,847.5694580078125,1.0299999713897705,7.679999828338622,81.33999633789062,14.901619911193848,0.0,146.18055725097656,210818.5,-3268.71875,-0.9765625,0.0,0.0,-228.4722137451172,3124.0,12030.09055876686,228821.01541425817,733729.5,-0.06720616570327564,3292.0,7.37,3480.0,3.0,4560.0,3.0,920.0,1.0,0.0,0.0,9140,7,41,1344,63,2,3124,0,1,0,1952.0,8,3124.0,190.0,756.0,287.0,1220.0,-0.5117807792957004,0.7078685269527287,0.51,0.26,0.02,0.09,0.02,0.01,0.02,0.08199999999999999,0.085,0.4927704714279718,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
510384,54.73239349331804,1546.6073711713784,21.449289978728505,16463.389305879602,188.5145941303083,15306.394477183081,0.0,230.99500014912337,4572.00167568286,126918.52880199511,863.2590428053543,18091.59892243735,12098609.953125,382203854.109375,14.848452107111616,0.0,116.82291730244957,201643.49921875,15.450299658434732,0.0,383.68479922824434,212335.47450520835,2787.6310096905586,43386.177442795095,31977.958959967003,825.4832840698999,226925.6761458407,41059.515626883054,53996.712442495744,15.43645295668832,0.0,0.0,1419355.2114562988,405.7619243728699,744165790.984375,212740.36334601915,15.921585083007812,0.0,857.2916259765625,0.9605423916438652,3.2583669105053503,80.24232348999304,15.625,0.0,125.69445037841795,210818.5,-7232.625,-0.02893543243408203,0.0,0.0,-235.41666412353518,3498.0,11822.272727272728,279028.4375,924072.0,-0.5980526859504134,5054.0,7.63,2520.0,5.0,3040.0,2.0,920.0,1.0,0.0,0.0,14060,10,41,1347,66,2,3499,0,1,0,3576.0,12,3499.0,151.0,726.0,456.0,1186.0,-0.5564028894215207,0.7878407495700437,0.38,0.26,0.013,0.076,0.02,0.01,0.02,0.092,0.085,-0.1195589541822741,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
510385,57.8200011253357,1516.6182407286433,18.29000014066696,19949.295463856848,164.60999774932864,15981.712470815288,0.0,264.75799957269595,4784.899909973145,124033.16280082105,874.379981994629,16264.310380303777,12665723.84375,380223840.1875,15.35765064557393,0.0,125.14467671712241,211095.39739583328,15.398167858923859,0.0,409.43500501208837,211235.46677083333,2619.516478106289,42723.06292564498,28872.388125366768,879.1283789554876,214525.75807482406,36792.91430884344,50699.72986546586,15.391539121270752,0.0,0.0,1355201.9427608307,411.4152831696511,697076127.375,211619.95366575595,15.921585083007812,0.0,820.8333740234375,0.9800000190734864,2.7899999618530287,81.0999984741211,15.60329818725586,0.0,130.20834350585938,215273.28125,538.296875,-0.03608288631473222,0.0,0.0,-202.08331298828125,3294.0,11902.046373365041,270895.66706302017,879347.0,0.08164684898929764,4584.0,6.71,2690.0,5.0,3050.0,2.0,920.0,1.0,0.0,0.0,13570,10,41,1348,67,2,3294,0,1,0,3488.0,12,3294.0,163.0,740.0,274.0,1224.0,-0.6121805270787959,0.8278268608787012,0.42,0.27,0.013,0.084,0.02,0.01,0.02,0.101,0.097,0.07415980955624007,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
510386,60.59999942779541,1260.8254202716314,14.39999967813492,40466.176662348014,172.80000686645508,22721.62869932802,0.0,750.3961294091913,4864.800109863281,101830.74378034494,888.0000114440919,11084.609454441555,12921864.171875,383089259.265625,15.610893869400025,0.0,141.86342315673832,215364.40286458333,15.316693573262956,0.0,553.0170726691352,212827.36625868056,2398.3904227726425,47475.96166251394,29180.758700541417,1080.581129053016,196934.63407728105,34847.989135656244,48335.77827978133,15.378866776895116,0.0,0.0,1364363.023025513,434.0957757001313,670617330.0625,213368.5428133949,15.892650604248047,0.0,836.4583129882812,1.0099999904632568,2.880000114440918,81.08000183105469,15.653935432434082,0.0,142.7083282470703,212894.515625,-4305.6875,0.35445594787597656,0.0,0.0,-113.1944580078125,3143.0,11875.347572815537,224526.57572815527,754610.5,-0.20966019417475712,3356.0,4.08,3210.0,8.0,2920.0,1.0,930.0,1.0,0.0,0.0,14990,10,41,1349,68,2,3142,0,1,0,2007.0,11,3142.0,352.0,702.0,293.0,1302.0,-0.5452473618900656,0.9877713061133312,0.63,0.32,0.011,0.096,0.02,0.01,0.02,0.08900000000000001,0.1,0.011813540766833209,0,1,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0
510387,58.20000171661378,1270.9800177514553,40.800000429153435,40177.26999348402,432.60000228881836,26568.44004440308,4.799999892711639,589.2199965156615,4899.600219726562,102379.07258605957,563.9999771118164,7023.5117962113745,13022699.828125,382298200.453125,15.607156197230019,0.0,144.7685167948405,217044.99713541663,15.319947961653122,0.0,561.6076392618817,212387.889140625,2283.0456230398704,45986.32670499535,32202.067593934204,857.1760565295724,187423.76036088547,28558.60102575417,46130.60304723797,15.371743767823384,0.0,0.0,1358696.8760375977,452.7480426649776,636964360.171875,212250.70315623962,15.85648250579834,0.0,854.1666870117188,0.9700000286102296,7.210000038146973,81.66000366210938,15.625,0.0,146.18055725097656,216986.9375,2791.640625,-0.014467239379884587,0.0,0.0,-257.9860992431641,3001.0,11556.523860021209,208287.69565217392,719440.0,0.1037539766702018,3152.0,7.37,2960.0,5.0,2900.0,1.0,950.0,1.0,0.0,0.0,14000,11,41,1350,69,2,3001,0,1,0,1843.0,10,3001.0,344.0,712.0,261.0,1271.0,-0.5340918343586106,0.5879101930267562,0.38,0.25,0.017,0.085,0.02,0.01,0.02,0.081,0.068,0.33245149454092565,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
510388,60.921707996980544,1701.0423069290873,27.83071675821729,4047.2668085781256,239.5057678240846,12466.371396296377,0.03128275792146551,124.9737229335244,4944.92587310791,141743.79632270636,826.9508954618259,18525.461234947757,13011348.734375,385313153.765625,15.954966942283932,0.0,142.3611132303874,216855.8122395833,15.377834834063025,0.0,537.1484069265289,214062.863203125,2770.9523384861686,4797.306816467397,20419.001438372485,213.2137209612067,231814.780362013,28893.66081418665,44789.33663237805,15.380953513866089,0.0,0.0,1369520.6044220976,470.3024053647312,621527250.578125,213436.55583040012,15.914352416992188,0.0,848.9583740234375,0.9946005515158998,3.81326900222692,81.04542053222656,15.688804997655444,0.0,142.36111450195312,210708.6875,-3053.90625,0.08550681039958441,0.0,0.0,-227.77777099609366,2912.0,11821.725383920506,229588.1481481481,762182.0,0.0540831074977417,3480.0,8.4,3140.0,4.0,2890.0,1.0,940.0,1.0,0.0,0.0,11970,9,41,1351,70,2,2911,0,1,0,2673.0,12,2911.0,131.0,732.0,319.0,1271.0,-0.21058153594641413,-0.7716175914675989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33245149454092565,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
